support,itemsets,length
0.11,"frozenset({'Population_Category_Medium_Population', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.11,"frozenset({'Population_Category_Low_Population', 'Year_Category_Old_Year'})",2
0.11,"frozenset({'Aid_Category_Medium_Aid', 'Population_Category_Low_Population'})",2
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'Aid_Category_Medium_Aid'})",2
0.11,"frozenset({'Aid_Category_Medium_Aid', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Aid_Category_Medium_Aid'})",2
0.11,"frozenset({'GDP_Category_Low_GDP', 'Aid_Category_Medium_Aid'})",2
0.11,"frozenset({'Aid_Category_Low_Aid', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Aid_Category_Low_Aid', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.11,"frozenset({'Aid_Category_Low_Aid', 'Population_Category_Low_Population', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Population_Category_Low_Population', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.11,"frozenset({'Population_Category_High_Population', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.11,"frozenset({'Population_Category_High_Population', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'Year_Category_Middle_Year'})",2
0.11,"frozenset({'Aid_Category_Medium_Aid', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Aid_Category_Medium_Aid', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Aid_Category_Medium_Aid', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_Medium_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.11,"frozenset({'Rainfall_Category_Low_Rainfall', 'Corruption_Category_High_Corruption', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Corruption_Category_High_Corruption', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.11,"frozenset({'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.11,"frozenset({'Population_Category_Low_Population', 'Corruption_Category_High_Corruption', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Year_Category_Old_Year'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.11,"frozenset({'Rainfall_Category_Low_Rainfall', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Aid_Category_Low_Aid', 'Forest_Loss_Category_High_Forest_Loss'})",2
0.11,"frozenset({'Aid_Category_Low_Aid', 'Country_Russia'})",2
0.11,"frozenset({'Year_Category_Middle_Year', 'Aid_Category_High_Aid'})",2
0.11,"frozenset({'Population_Category_Low_Population', 'Aid_Category_High_Aid'})",2
0.11,"frozenset({'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Population_Category_Low_Population', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.11,"frozenset({'Forest_Loss_Category_Medium_Forest_Loss', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.11,"frozenset({'GDP_Category_High_GDP', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.11,"frozenset({'Rainfall_Category_Low_Rainfall', 'Forest_Loss_Category_Low_Forest_Loss'})",2
0.11,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Forest_Loss_Category_Low_Forest_Loss'})",2
0.11,"frozenset({'Population_Category_High_Population', 'Forest_Loss_Category_Low_Forest_Loss'})",2
0.11,"frozenset({'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",3
0.11,"frozenset({'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.11,"frozenset({'Agriculture_Land_Category_Medium_Agriculture_Land', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.11,"frozenset({'Agriculture_Land_Category_Medium_Agriculture_Land', 'GDP_Category_Low_GDP'})",2
0.11,"frozenset({'Aid_Category_Medium_Aid', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.11,"frozenset({'Aid_Category_Medium_Aid', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",2
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Policy_Category_Moderate_Policy'})",2
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.11,"frozenset({'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'CO2_Category_High_CO2', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'GDP_Category_High_GDP'})",2
0.11,"frozenset({'Rainfall_Category_Low_Rainfall', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.11,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Population_Category_Medium_Population', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.11,"frozenset({'GDP_Category_Low_GDP', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Population_Category_Medium_Population', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'CO2_Category_Low_CO2', 'Population_Category_Low_Population', 'Policy_Category_Weak_Policy'})",3
0.11,"frozenset({'Population_Category_High_Population', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.11,"frozenset({'Year_Category_Recent_Year', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",3
0.11,"frozenset({'CO2_Category_Low_CO2', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'GDP_Category_Low_GDP', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'CO2_Category_Low_CO2', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'CO2_Category_Low_CO2', 'Protected_Areas_Category_Medium_Protected_Area'})",2
0.11,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'CO2_Category_Low_CO2'})",2
0.11,"frozenset({'GDP_Category_Low_GDP', 'CO2_Category_Low_CO2'})",2
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'GDP_Category_High_GDP', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.11,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.11,"frozenset({'GDP_Category_Medium_GDP', 'Year_Category_Old_Year'})",2
0.11,"frozenset({'GDP_Category_Medium_GDP', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'GDP_Category_Medium_GDP'})",2
0.11,"frozenset({'CO2_Category_Medium_CO2', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'CO2_Category_Medium_CO2', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'CO2_Category_Medium_CO2', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'CO2_Category_Medium_CO2', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Policy_Category_Weak_Policy', 'CO2_Category_Low_CO2', 'Year_Category_Old_Year'})",3
0.11,"frozenset({'CO2_Category_Low_CO2', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Policy_Category_Weak_Policy'})",3
0.11,"frozenset({'GDP_Category_Low_GDP', 'Year_Category_Middle_Year'})",2
0.11,"frozenset({'GDP_Category_Low_GDP', 'Rainfall_Category_Medium_Rainfall'})",2
0.11,"frozenset({'Population_Category_High_Population', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering'})",2
0.11,"frozenset({'Population_Category_Medium_Population', 'Illegal_Lumbering_Category_High_Illegal_Lumbering'})",2
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Policy_Category_Moderate_Policy'})",2
0.11,"frozenset({'Population_Category_Low_Population', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Country_Russia', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Country_Russia', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Country_Indonesia', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.11,"frozenset({'Population_Category_Medium_Population', 'Country_Brazil', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Policy_Category_Moderate_Policy'})",2
0.11,"frozenset({'Population_Category_High_Population', 'Policy_Category_Moderate_Policy'})",2
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.11,"frozenset({'Population_Category_Low_Population', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.11,"frozenset({'Policy_Category_Moderate_Policy', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.11,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Year_Category_Old_Year'})",2
0.11,"frozenset({'Country_Australia', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",3
0.11,"frozenset({'GDP_Category_High_GDP', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.11,"frozenset({'Aid_Category_High_Aid', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.11,"frozenset({'Country_Indonesia', 'Aid_Category_High_Aid'})",2
0.11,"frozenset({'Agriculture_Land_Category_Medium_Agriculture_Land', 'Year_Category_Old_Year'})",2
0.11,"frozenset({'Agriculture_Land_Category_Medium_Agriculture_Land', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.11,"frozenset({'Rainfall_Category_Low_Rainfall', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.11,"frozenset({'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year'})",3
0.11,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.11,"frozenset({'Year_Category_Recent_Year', 'CO2_Category_High_CO2'})",2
0.11,"frozenset({'Year_Category_Middle_Year', 'CO2_Category_High_CO2'})",2
0.11,"frozenset({'CO2_Category_High_CO2', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.11,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'CO2_Category_High_CO2'})",2
0.11,"frozenset({'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.11,"frozenset({'Policy_Category_Weak_Policy', 'Aid_Category_High_Aid', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",4
0.11,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'GDP_Category_Low_GDP'})",2
0.11,"frozenset({'GDP_Category_High_GDP', 'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'GDP_Category_High_GDP', 'Rainfall_Category_Medium_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Forest_Loss_Category_Medium_Forest_Loss', 'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Forest_Loss_Category_Medium_Forest_Loss', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Population_Category_Low_Population', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Population_Category_High_Population', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'CO2_Category_Low_CO2', 'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'CO2_Category_Low_CO2', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Population_Category_Low_Population', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Rainfall_Category_High_Rainfall', 'Population_Category_Low_Population', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.11,"frozenset({'Illegal_Lumbering_Category_Medium_Illegal_Lumbering', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'CO2_Category_High_CO2', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Illegal_Lumbering_Category_Medium_Illegal_Lumbering', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Population_Category_High_Population', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Population_Category_High_Population', 'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'CO2_Category_Low_CO2', 'Rainfall_Category_Medium_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'CO2_Category_Low_CO2', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Year_Category_Recent_Year', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Rainfall_Category_High_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Country_Indonesia', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Aid_Category_Low_Aid', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Year_Category_Recent_Year', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'Rainfall_Category_Medium_Rainfall', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss', 'Rainfall_Category_Medium_Rainfall', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Year_Category_Old_Year', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Year_Category_Middle_Year', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Protected_Areas_Category_Low_Protected_Area', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'Rainfall_Category_Medium_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss', 'Rainfall_Category_Medium_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Population_Category_High_Population', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'CO2_Category_High_CO2'})",2
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Year_Category_Old_Year'})",2
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Illegal_Lumbering_Category_High_Illegal_Lumbering'})",2
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Population_Category_Low_Population'})",2
0.1,"frozenset({'Population_Category_High_Population', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Medium_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Country_Russia', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Population_Category_Medium_Population', 'Policy_Category_Moderate_Policy'})",2
0.1,"frozenset({'Rainfall_Category_Medium_Rainfall', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.1,"frozenset({'Population_Category_High_Population', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.1,"frozenset({'Year_Category_Recent_Year', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering'})",2
0.1,"frozenset({'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.1,"frozenset({'Forest_Loss_Category_High_Forest_Loss', 'Aid_Category_High_Aid'})",2
0.1,"frozenset({'Country_Brazil', 'Aid_Category_High_Aid'})",2
0.1,"frozenset({'Agriculture_Land_Category_Medium_Agriculture_Land', 'Rainfall_Category_Medium_Rainfall'})",2
0.1,"frozenset({'GDP_Category_High_GDP', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",3
0.1,"frozenset({'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Population_Category_Medium_Population', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'GDP_Category_Medium_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'CO2_Category_Medium_CO2', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Population_Category_Low_Population', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Population_Category_High_Population', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'GDP_Category_High_GDP', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'CO2_Category_Low_CO2', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'GDP_Category_Low_GDP', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'GDP_Category_Low_GDP', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",2
0.1,"frozenset({'Forest_Loss_Category_Medium_Forest_Loss', 'Year_Category_Old_Year'})",2
0.1,"frozenset({'Population_Category_Medium_Population', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.1,"frozenset({'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year'})",3
0.1,"frozenset({'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'GDP_Category_Low_GDP', 'Policy_Category_Moderate_Policy'})",2
0.1,"frozenset({'GDP_Category_High_GDP', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'CO2_Category_Low_CO2', 'Rainfall_Category_Medium_Rainfall', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'CO2_Category_Low_CO2', 'Protected_Areas_Category_Low_Protected_Area', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
